Date,Week,Plant,Department,Model,Issue_Type,Severity,Affected_Units,Status
2026-03-18,W12,Pune,Quality Check,Escape,Equipment Failure,Medium,16,Resolved
2026-03-18,W12,Pune,Paint Shop,Edge,Equipment Failure,Low,11,Active
2026-03-18,W12,Pune,Logistics,Ranger,Inspection Failure,High,24,Active
2026-03-18,W12,Pune,Body Shop,Bronco,Equipment Failure,Low,12,Resolved
2026-03-18,W12,Pune,Quality Check,Expedition,Safety Issue,Medium,23,Resolved
2026-03-18,W12,Pune,Body Shop,Fusion,Quality Issue,High,30,Resolved
2026-03-18,W12,Sanand,Paint Shop,Explorer,Equipment Failure,Medium,13,Active
2026-03-18,W12,Sanand,Quality Check,Escape,Equipment Failure,Medium,20,Resolved
2026-03-18,W12,Sanand,Paint Shop,Bronco,Quality Issue,Low,14,Active
2026-03-18,W12,Sanand,Quality Check,Fusion,Machine Failure,Medium,20,Active
2026-03-19,W12,Dearborn,Assembly,Mustang,Equipment Failure,High,20,Active
2026-03-19,W12,Dearborn,Body Shop,Explorer,Equipment Failure,Low,9,Resolved
2026-03-19,W12,Dearborn,Paint Shop,Bronco,Inspection Failure,Low,12,Active
2026-03-19,W12,Dearborn,Logistics,Mach-E,Machine Failure,Medium,18,Active
2026-03-19,W12,Chicago,Body Shop,F-150,Machine Failure,Medium,16,Active
2026-03-19,W12,Chicago,Paint Shop,Explorer,Quality Issue,High,20,Resolved
2026-03-19,W12,Chicago,Quality Check,Edge,Inspection Failure,High,21,Active
2026-03-19,W12,Chicago,Body Shop,Ranger,Machine Failure,Medium,13,Active
2026-03-19,W12,Chicago,Body Shop,Expedition,Quality Issue,Medium,19,Resolved
2026-03-19,W12,Chicago,Logistics,Fusion,Quality Issue,Low,9,Active
2026-03-19,W12,Detroit,Paint Shop,Mustang,Quality Issue,Medium,16,Active
2026-03-19,W12,Detroit,Logistics,Escape,Safety Issue,High,21,Active
2026-03-19,W12,Detroit,Logistics,Edge,Inspection Failure,Medium,20,Active
2026-03-19,W12,Detroit,Body Shop,Ranger,Equipment Failure,Low,10,Active
2026-03-19,W12,Detroit,Quality Check,Bronco,Inspection Failure,High,23,Active
2026-03-19,W12,Detroit,Paint Shop,Expedition,Equipment Failure,High,25,Resolved
2026-03-19,W12,Detroit,Quality Check,Mach-E,Machine Failure,Medium,17,Resolved
2026-03-19,W12,Kansas City,Logistics,F-150,Inspection Failure,Low,9,Active
2026-03-19,W12,Kansas City,Body Shop,Edge,Inspection Failure,Medium,16,Active
2026-03-19,W12,Kansas City,Assembly,Bronco,Inspection Failure,Medium,17,Resolved
2026-03-19,W12,Kansas City,Body Shop,Expedition,Machine Failure,Medium,13,Active
2026-03-19,W12,Louisville,Paint Shop,F-150,Machine Failure,Medium,13,Active
2026-03-19,W12,Louisville,Logistics,Mustang,Machine Failure,Medium,13,Active
2026-03-19,W12,Louisville,Paint Shop,Escape,Quality Issue,Low,10,Active
2026-03-19,W12,Louisville,Body Shop,Ranger,Quality Issue,High,27,Active
2026-03-19,W12,Louisville,Body Shop,Bronco,Safety Issue,Low,9,Active
2026-03-19,W12,Louisville,Quality Check,Mach-E,Equipment Failure,Medium,24,Resolved
2026-03-19,W12,Valencia,Logistics,Escape,Equipment Failure,Medium,15,Resolved
2026-03-19,W12,Valencia,Logistics,Edge,Safety Issue,High,24,Resolved
2026-03-19,W12,Valencia,Assembly,Expedition,Inspection Failure,Medium,16,Resolved
2026-03-19,W12,Valencia,Body Shop,Fusion,Machine Failure,Medium,18,Active
2026-03-19,W12,Valencia,Assembly,Mach-E,Inspection Failure,Medium,18,Active
2026-03-19,W12,Cologne,Assembly,F-150,Equipment Failure,Medium,14,Resolved
2026-03-19,W12,Cologne,Body Shop,Mustang,Equipment Failure,Medium,14,Active
2026-03-19,W12,Cologne,Paint Shop,Explorer,Quality Issue,Low,8,Active
2026-03-19,W12,Cologne,Paint Shop,Edge,Machine Failure,Medium,19,Resolved
2026-03-19,W12,Cologne,Assembly,Fusion,Quality Issue,Medium,14,Active
2026-03-19,W12,Chennai,Assembly,F-150,Quality Issue,High,21,Resolved
2026-03-19,W12,Chennai,Assembly,Mustang,Machine Failure,High,21,Resolved
2026-03-19,W12,Chennai,Body Shop,Escape,Inspection Failure,Low,10,Active
2026-03-19,W12,Chennai,Assembly,Edge,Machine Failure,Medium,21,Active
2026-03-19,W12,Chennai,Quality Check,Ranger,Quality Issue,Medium,19,Resolved
2026-03-19,W12,Chennai,Assembly,Bronco,Safety Issue,High,24,Resolved
2026-03-19,W12,Pune,Paint Shop,F-150,Inspection Failure,High,21,Active
2026-03-19,W12,Pune,Paint Shop,Mustang,Machine Failure,High,24,Active
2026-03-19,W12,Pune,Paint Shop,Explorer,Equipment Failure,High,22,Resolved
2026-03-19,W12,Pune,Logistics,Ranger,Quality Issue,Low,9,Active
2026-03-19,W12,Pune,Paint Shop,Bronco,Safety Issue,Low,12,Resolved
2026-03-19,W12,Pune,Assembly,Fusion,Inspection Failure,Medium,17,Active
2026-03-19,W12,Pune,Body Shop,Mach-E,Equipment Failure,High,27,Active
2026-03-19,W12,Sanand,Body Shop,F-150,Safety Issue,Low,8,Active
2026-03-19,W12,Sanand,Logistics,Mustang,Safety Issue,High,23,Active
2026-03-19,W12,Sanand,Quality Check,Explorer,Machine Failure,Medium,13,Resolved
2026-03-19,W12,Sanand,Quality Check,Edge,Inspection Failure,Medium,19,Active
2026-03-19,W12,Sanand,Logistics,Fusion,Inspection Failure,High,26,Active
2026-03-19,W12,Sanand,Body Shop,Mach-E,Safety Issue,Medium,22,Resolved
2026-03-20,W12,Dearborn,Assembly,Mustang,Equipment Failure,Medium,12,Active
2026-03-20,W12,Dearborn,Body Shop,Edge,Equipment Failure,Medium,14,Active
2026-03-20,W12,Dearborn,Paint Shop,Ranger,Inspection Failure,Low,10,Resolved
2026-03-20,W12,Dearborn,Body Shop,Expedition,Machine Failure,Medium,19,Resolved
2026-03-20,W12,Dearborn,Quality Check,Fusion,Inspection Failure,Medium,18,Active
2026-03-20,W12,Dearborn,Paint Shop,Mach-E,Quality Issue,Low,10,Active
2026-03-20,W12,Chicago,Body Shop,Escape,Equipment Failure,Low,8,Active
2026-03-20,W12,Chicago,Paint Shop,Edge,Inspection Failure,Low,9,Active
2026-03-20,W12,Chicago,Assembly,Ranger,Equipment Failure,High,24,Active
2026-03-20,W12,Chicago,Quality Check,Bronco,Inspection Failure,Medium,13,Resolved
2026-03-20,W12,Chicago,Logistics,Mach-E,Safety Issue,Low,10,Resolved
2026-03-20,W12,Detroit,Logistics,Explorer,Safety Issue,Low,9,Resolved
2026-03-20,W12,Detroit,Assembly,Edge,Inspection Failure,Medium,13,Active
2026-03-20,W12,Detroit,Logistics,Ranger,Safety Issue,Low,9,Resolved
2026-03-20,W12,Detroit,Logistics,Bronco,Quality Issue,Medium,18,Active
2026-03-20,W12,Kansas City,Logistics,F-150,Machine Failure,Medium,13,Active
2026-03-20,W12,Kansas City,Logistics,Mustang,Quality Issue,Low,10,Resolved
2026-03-20,W12,Kansas City,Paint Shop,Ranger,Quality Issue,High,23,Active
2026-03-20,W12,Kansas City,Quality Check,Expedition,Equipment Failure,Medium,17,Active
2026-03-20,W12,Kansas City,Body Shop,Fusion,Machine Failure,High,26,Active
2026-03-20,W12,Louisville,Assembly,F-150,Equipment Failure,Low,7,Active
2026-03-20,W12,Louisville,Paint Shop,Explorer,Machine Failure,Low,9,Resolved
2026-03-20,W12,Louisville,Quality Check,Expedition,Equipment Failure,Low,10,Resolved
2026-03-20,W12,Valencia,Logistics,Escape,Inspection Failure,Low,10,Active
2026-03-20,W12,Valencia,Quality Check,Bronco,Quality Issue,High,26,Resolved
2026-03-20,W12,Valencia,Logistics,Mach-E,Equipment Failure,Low,10,Resolved
2026-03-20,W12,Cologne,Quality Check,Explorer,Inspection Failure,Medium,17,Active
2026-03-20,W12,Cologne,Paint Shop,Escape,Machine Failure,Low,9,Active
2026-03-20,W12,Cologne,Logistics,Edge,Machine Failure,Medium,19,Active
2026-03-20,W12,Chennai,Paint Shop,Escape,Quality Issue,High,22,Resolved
2026-03-20,W12,Chennai,Body Shop,Edge,Safety Issue,Medium,13,Resolved
2026-03-20,W12,Chennai,Paint Shop,Ranger,Inspection Failure,High,28,Resolved
2026-03-20,W12,Chennai,Quality Check,Bronco,Equipment Failure,Medium,14,Active
2026-03-20,W12,Pune,Body Shop,Escape,Equipment Failure,Medium,17,Active
2026-03-20,W12,Pune,Assembly,Edge,Quality Issue,Medium,14,Resolved
2026-03-20,W12,Pune,Quality Check,Bronco,Equipment Failure,Low,12,Resolved
2026-03-20,W12,Pune,Paint Shop,Fusion,Safety Issue,High,30,Resolved
2026-03-20,W12,Sanand,Logistics,F-150,Equipment Failure,Medium,18,Active
2026-03-20,W12,Sanand,Assembly,Escape,Inspection Failure,Medium,19,Active
2026-03-20,W12,Sanand,Quality Check,Ranger,Equipment Failure,Medium,20,Resolved
2026-03-20,W12,Sanand,Assembly,Bronco,Inspection Failure,High,29,Resolved
2026-03-20,W12,Sanand,Body Shop,Mach-E,Inspection Failure,High,33,Active
2026-03-21,W12,Dearborn,Assembly,Mustang,Equipment Failure,High,17,Resolved
2026-03-21,W12,Dearborn,Logistics,Explorer,Machine Failure,Medium,10,Active
2026-03-21,W12,Dearborn,Paint Shop,Edge,Safety Issue,High,17,Active
2026-03-21,W12,Dearborn,Assembly,Expedition,Quality Issue,Medium,13,Active
2026-03-21,W12,Dearborn,Assembly,Mach-E,Equipment Failure,Medium,18,Active
2026-03-21,W12,Chicago,Body Shop,F-150,Equipment Failure,Medium,12,Active
2026-03-21,W12,Chicago,Body Shop,Mustang,Equipment Failure,High,18,Active
2026-03-21,W12,Chicago,Body Shop,Edge,Quality Issue,High,17,Active
2026-03-21,W12,Chicago,Assembly,Bronco,Machine Failure,High,21,Resolved
2026-03-21,W12,Chicago,Body Shop,Mach-E,Machine Failure,Low,8,Resolved
2026-03-21,W12,Detroit,Body Shop,F-150,Equipment Failure,Low,6,Active
2026-03-21,W12,Detroit,Quality Check,Explorer,Equipment Failure,Medium,13,Resolved
2026-03-21,W12,Detroit,Logistics,Escape,Quality Issue,Medium,14,Resolved
2026-03-21,W12,Detroit,Quality Check,Edge,Safety Issue,Medium,12,Active
2026-03-21,W12,Kansas City,Quality Check,Mustang,Quality Issue,Medium,13,Resolved
2026-03-21,W12,Kansas City,Logistics,Edge,Inspection Failure,Medium,12,Active
2026-03-21,W12,Kansas City,Body Shop,Ranger,Machine Failure,High,19,Resolved
2026-03-21,W12,Kansas City,Assembly,Bronco,Safety Issue,Low,9,Active
2026-03-21,W12,Kansas City,Assembly,Mach-E,Equipment Failure,High,21,Resolved
2026-03-21,W12,Louisville,Assembly,Explorer,Machine Failure,Low,8,Active
2026-03-21,W12,Louisville,Body Shop,Edge,Safety Issue,Medium,12,Active
2026-03-21,W12,Louisville,Assembly,Ranger,Safety Issue,High,21,Active
2026-03-21,W12,Louisville,Paint Shop,Fusion,Machine Failure,Medium,17,Resolved
2026-03-21,W12,Louisville,Body Shop,Mach-E,Inspection Failure,Medium,16,Resolved
2026-03-21,W12,Valencia,Assembly,F-150,Safety Issue,Medium,9,Resolved
2026-03-21,W12,Valencia,Assembly,Mustang,Quality Issue,High,19,Resolved
2026-03-21,W12,Valencia,Body Shop,Edge,Quality Issue,Low,9,Active
2026-03-21,W12,Valencia,Assembly,Bronco,Inspection Failure,Medium,12,Active
2026-03-21,W12,Valencia,Logistics,Expedition,Machine Failure,Medium,18,Resolved
2026-03-21,W12,Valencia,Assembly,Fusion,Safety Issue,Medium,13,Active
2026-03-21,W12,Cologne,Logistics,F-150,Machine Failure,Low,8,Active
2026-03-21,W12,Cologne,Paint Shop,Explorer,Machine Failure,Medium,16,Resolved
2026-03-21,W12,Cologne,Quality Check,Escape,Machine Failure,Low,9,Active
2026-03-21,W12,Cologne,Assembly,Edge,Machine Failure,Medium,17,Active
2026-03-21,W12,Cologne,Body Shop,Bronco,Quality Issue,Low,9,Resolved
2026-03-21,W12,Chennai,Assembly,Mustang,Machine Failure,Medium,13,Active
2026-03-21,W12,Chennai,Body Shop,Ranger,Quality Issue,Medium,14,Active
2026-03-21,W12,Chennai,Assembly,Bronco,Equipment Failure,Medium,13,Resolved
2026-03-21,W12,Chennai,Paint Shop,Expedition,Equipment Failure,Medium,12,Active
2026-03-21,W12,Chennai,Body Shop,Mach-E,Safety Issue,Medium,15,Active
2026-03-21,W12,Pune,Paint Shop,Explorer,Equipment Failure,Medium,16,Active
2026-03-21,W12,Pune,Logistics,Escape,Machine Failure,Low,9,Active
2026-03-21,W12,Pune,Paint Shop,Edge,Machine Failure,Medium,14,Active
2026-03-21,W12,Pune,Assembly,Bronco,Equipment Failure,High,20,Active
2026-03-21,W12,Pune,Paint Shop,Expedition,Equipment Failure,Medium,15,Active
2026-03-21,W12,Sanand,Body Shop,F-150,Quality Issue,High,21,Active
2026-03-21,W12,Sanand,Quality Check,Mustang,Machine Failure,Low,9,Active
2026-03-21,W12,Sanand,Body Shop,Escape,Inspection Failure,High,20,Active
2026-03-21,W12,Sanand,Logistics,Edge,Equipment Failure,Medium,13,Resolved
2026-03-21,W12,Sanand,Logistics,Ranger,Safety Issue,High,24,Active
2026-03-21,W12,Sanand,Body Shop,Mach-E,Quality Issue,Medium,14,Active
2026-03-22,W12,Dearborn,Logistics,Explorer,Safety Issue,Medium,13,Active
2026-03-22,W12,Dearborn,Assembly,Escape,Equipment Failure,Medium,11,Active
2026-03-22,W12,Dearborn,Assembly,Ranger,Quality Issue,Medium,17,Resolved
2026-03-22,W12,Dearborn,Quality Check,Expedition,Equipment Failure,High,19,Resolved
2026-03-22,W12,Chicago,Logistics,F-150,Safety Issue,Low,7,Resolved
2026-03-22,W12,Chicago,Quality Check,Mustang,Machine Failure,Low,7,Active
2026-03-22,W12,Chicago,Assembly,Explorer,Quality Issue,Low,7,Active
2026-03-22,W12,Chicago,Quality Check,Edge,Inspection Failure,Low,7,Resolved
2026-03-22,W12,Chicago,Logistics,Ranger,Inspection Failure,Low,7,Active
2026-03-22,W12,Chicago,Logistics,Fusion,Quality Issue,Medium,13,Resolved
2026-03-22,W12,Chicago,Logistics,Mach-E,Quality Issue,Medium,16,Active
2026-03-22,W12,Detroit,Assembly,F-150,Safety Issue,High,16,Active
2026-03-22,W12,Detroit,Logistics,Mustang,Equipment Failure,Low,7,Resolved
2026-03-22,W12,Detroit,Paint Shop,Explorer,Quality Issue,Medium,10,Active
2026-03-22,W12,Detroit,Logistics,Edge,Inspection Failure,Low,8,Active
2026-03-22,W12,Detroit,Paint Shop,Ranger,Inspection Failure,Medium,16,Resolved
2026-03-22,W12,Detroit,Logistics,Expedition,Inspection Failure,Medium,17,Active
2026-03-22,W12,Detroit,Quality Check,Fusion,Safety Issue,Medium,17,Active
2026-03-22,W12,Detroit,Paint Shop,Mach-E,Machine Failure,High,22,Active
2026-03-22,W12,Kansas City,Quality Check,F-150,Safety Issue,Low,7,Active
2026-03-22,W12,Kansas City,Quality Check,Edge,Inspection Failure,Medium,13,Active
2026-03-22,W12,Kansas City,Logistics,Ranger,Quality Issue,Medium,13,Active
2026-03-22,W12,Kansas City,Paint Shop,Bronco,Safety Issue,Medium,12,Active
2026-03-22,W12,Kansas City,Logistics,Expedition,Equipment Failure,High,19,Active
2026-03-22,W12,Kansas City,Body Shop,Mach-E,Safety Issue,High,22,Resolved
2026-03-22,W12,Louisville,Assembly,F-150,Inspection Failure,Medium,13,Resolved
2026-03-22,W12,Louisville,Quality Check,Explorer,Equipment Failure,Medium,13,Resolved
2026-03-22,W12,Louisville,Paint Shop,Escape,Machine Failure,Medium,15,Active
2026-03-22,W12,Louisville,Logistics,Ranger,Inspection Failure,High,22,Active
2026-03-22,W12,Louisville,Logistics,Expedition,Machine Failure,Medium,15,Active
2026-03-22,W12,Louisville,Logistics,Fusion,Machine Failure,Low,9,Active
2026-03-22,W12,Valencia,Body Shop,F-150,Equipment Failure,High,17,Resolved
2026-03-22,W12,Valencia,Paint Shop,Ranger,Inspection Failure,Medium,13,Active
2026-03-22,W12,Valencia,Quality Check,Bronco,Equipment Failure,High,23,Resolved
2026-03-22,W12,Valencia,Paint Shop,Fusion,Safety Issue,High,23,Active
2026-03-22,W12,Cologne,Assembly,F-150,Safety Issue,Medium,10,Active
2026-03-22,W12,Cologne,Logistics,Explorer,Inspection Failure,Medium,10,Active
2026-03-22,W12,Cologne,Quality Check,Escape,Inspection Failure,High,19,Active
2026-03-22,W12,Cologne,Paint Shop,Edge,Equipment Failure,Medium,13,Resolved
2026-03-22,W12,Cologne,Assembly,Ranger,Quality Issue,Low,9,Active
2026-03-22,W12,Cologne,Quality Check,Expedition,Machine Failure,Medium,12,Resolved
2026-03-22,W12,Chennai,Assembly,F-150,Quality Issue,Medium,15,Active
2026-03-22,W12,Chennai,Body Shop,Explorer,Quality Issue,Medium,11,Resolved
2026-03-22,W12,Chennai,Paint Shop,Bronco,Inspection Failure,Medium,12,Active
2026-03-22,W12,Chennai,Body Shop,Expedition,Inspection Failure,Low,9,Resolved
2026-03-22,W12,Chennai,Logistics,Fusion,Quality Issue,Low,12,Active
2026-03-22,W12,Chennai,Logistics,Mach-E,Inspection Failure,Medium,14,Active
2026-03-22,W12,Pune,Quality Check,Mustang,Equipment Failure,High,18,Active
2026-03-22,W12,Pune,Quality Check,Escape,Quality Issue,Medium,17,Active
2026-03-22,W12,Pune,Body Shop,Ranger,Inspection Failure,Low,10,Resolved
2026-03-22,W12,Pune,Assembly,Expedition,Machine Failure,High,21,Active
2026-03-22,W12,Pune,Assembly,Fusion,Equipment Failure,Medium,15,Active
2026-03-22,W12,Sanand,Assembly,Mustang,Quality Issue,Low,9,Resolved
2026-03-22,W12,Sanand,Body Shop,Ranger,Quality Issue,Low,10,Active
2026-03-22,W12,Sanand,Assembly,Bronco,Quality Issue,Medium,18,Resolved
2026-03-22,W12,Sanand,Assembly,Expedition,Machine Failure,High,25,Active
2026-03-22,W12,Sanand,Paint Shop,Fusion,Inspection Failure,High,26,Resolved
2026-03-23,W13,Dearborn,Assembly,F-150,Inspection Failure,Medium,10,Resolved
2026-03-23,W13,Dearborn,Paint Shop,Explorer,Quality Issue,High,21,Active
2026-03-23,W13,Dearborn,Body Shop,Edge,Inspection Failure,Medium,18,Resolved
2026-03-23,W13,Dearborn,Quality Check,Bronco,Safety Issue,High,24,Active
2026-03-23,W13,Dearborn,Logistics,Expedition,Inspection Failure,High,25,Active
2026-03-23,W13,Dearborn,Quality Check,Fusion,Safety Issue,Low,12,Active
2026-03-23,W13,Chicago,Body Shop,Mustang,Inspection Failure,Medium,11,Resolved
2026-03-23,W13,Chicago,Logistics,Explorer,Safety Issue,Medium,16,Resolved
2026-03-23,W13,Chicago,Assembly,Escape,Quality Issue,Medium,15,Active
2026-03-23,W13,Chicago,Paint Shop,Ranger,Equipment Failure,High,23,Resolved
2026-03-23,W13,Chicago,Body Shop,Bronco,Machine Failure,Low,10,Active
2026-03-23,W13,Chicago,Paint Shop,Expedition,Equipment Failure,Medium,15,Active
2026-03-23,W13,Detroit,Logistics,F-150,Machine Failure,Medium,12,Active
2026-03-23,W13,Detroit,Assembly,Explorer,Quality Issue,Medium,14,Active
2026-03-23,W13,Detroit,Assembly,Escape,Machine Failure,Medium,11,Active
2026-03-23,W13,Detroit,Paint Shop,Ranger,Inspection Failure,Low,8,Active
2026-03-23,W13,Detroit,Logistics,Mach-E,Machine Failure,High,26,Active
2026-03-23,W13,Kansas City,Quality Check,F-150,Equipment Failure,Medium,11,Active
2026-03-23,W13,Kansas City,Logistics,Mustang,Inspection Failure,Medium,11,Resolved
2026-03-23,W13,Kansas City,Logistics,Explorer,Machine Failure,Medium,16,Resolved
2026-03-23,W13,Kansas City,Assembly,Escape,Quality Issue,Low,8,Active
2026-03-23,W13,Kansas City,Quality Check,Ranger,Inspection Failure,Medium,17,Resolved
2026-03-23,W13,Louisville,Paint Shop,Explorer,Equipment Failure,High,23,Active
2026-03-23,W13,Louisville,Paint Shop,Edge,Inspection Failure,Low,12,Active
2026-03-23,W13,Louisville,Logistics,Fusion,Quality Issue,High,28,Active
2026-03-23,W13,Louisville,Body Shop,Mach-E,Safety Issue,High,28,Active
2026-03-23,W13,Valencia,Assembly,Explorer,Quality Issue,Medium,20,Resolved
2026-03-23,W13,Valencia,Quality Check,Escape,Machine Failure,High,22,Active
2026-03-23,W13,Valencia,Body Shop,Ranger,Safety Issue,Medium,18,Active
2026-03-23,W13,Valencia,Quality Check,Fusion,Inspection Failure,Medium,21,Resolved
2026-03-23,W13,Valencia,Logistics,Mach-E,Machine Failure,Medium,15,Active
2026-03-23,W13,Cologne,Paint Shop,Explorer,Quality Issue,High,21,Resolved
2026-03-23,W13,Cologne,Assembly,Escape,Quality Issue,High,26,Active
2026-03-23,W13,Cologne,Paint Shop,Bronco,Safety Issue,Low,10,Active
2026-03-23,W13,Cologne,Quality Check,Fusion,Quality Issue,Low,11,Active
2026-03-23,W13,Cologne,Paint Shop,Mach-E,Machine Failure,Low,14,Resolved
2026-03-23,W13,Chennai,Body Shop,F-150,Quality Issue,Low,11,Active
2026-03-23,W13,Chennai,Logistics,Escape,Safety Issue,Low,10,Active
2026-03-23,W13,Chennai,Paint Shop,Edge,Safety Issue,Medium,16,Resolved
2026-03-23,W13,Chennai,Logistics,Expedition,Equipment Failure,High,29,Resolved
2026-03-23,W13,Chennai,Assembly,Fusion,Safety Issue,Medium,21,Active
2026-03-23,W13,Chennai,Assembly,Mach-E,Machine Failure,Medium,16,Active
2026-03-23,W13,Pune,Quality Check,F-150,Safety Issue,Medium,12,Active
2026-03-23,W13,Pune,Body Shop,Mustang,Safety Issue,High,20,Resolved
2026-03-23,W13,Pune,Paint Shop,Escape,Machine Failure,Medium,20,Resolved
2026-03-23,W13,Pune,Logistics,Edge,Quality Issue,Medium,17,Active
2026-03-23,W13,Pune,Body Shop,Ranger,Inspection Failure,Low,10,Resolved
2026-03-23,W13,Pune,Logistics,Bronco,Machine Failure,High,25,Resolved
2026-03-23,W13,Pune,Logistics,Mach-E,Safety Issue,Low,11,Resolved
2026-03-23,W13,Sanand,Paint Shop,Mustang,Equipment Failure,Medium,12,Resolved
2026-03-23,W13,Sanand,Logistics,Escape,Equipment Failure,High,26,Active
2026-03-23,W13,Sanand,Paint Shop,Mach-E,Machine Failure,High,31,Resolved
2026-03-24,W13,Dearborn,Quality Check,F-150,Inspection Failure,Low,8,Active
2026-03-24,W13,Dearborn,Logistics,Mustang,Inspection Failure,Medium,18,Active
2026-03-24,W13,Dearborn,Body Shop,Explorer,Safety Issue,Medium,11,Active
2026-03-24,W13,Dearborn,Assembly,Edge,Quality Issue,Low,11,Active
2026-03-24,W13,Dearborn,Body Shop,Ranger,Safety Issue,Low,9,Active
2026-03-24,W13,Dearborn,Logistics,Bronco,Equipment Failure,Medium,15,Active
2026-03-24,W13,Dearborn,Assembly,Mach-E,Equipment Failure,Medium,18,Active
2026-03-24,W13,Chicago,Logistics,Escape,Safety Issue,Low,9,Active
2026-03-24,W13,Chicago,Quality Check,Edge,Equipment Failure,Medium,15,Resolved
2026-03-24,W13,Chicago,Assembly,Ranger,Inspection Failure,Medium,20,Active
